City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
365,Imbituba,BR,-28.24,-48.67,69.82,93,98,4.65,overcast clouds
366,Banjar,ID,-8.19,114.97,87.66,63,77,4.47,broken clouds
367,Zyryanka,RU,65.75,150.85,8.92,87,100,15.41,overcast clouds
368,San Cristobal,VE,7.77,-72.22,71.78,88,98,2.01,overcast clouds
369,Angoram,PG,-4.06,144.07,93.38,45,75,4.16,broken clouds
370,Fonte Boa,BR,-2.50,-66.27,73.24,97,76,1.14,moderate rain
371,Ketchikan,US,55.34,-131.65,36.7,93,80,2.84,broken clouds
372,Namatanai,PG,-3.67,152.43,84.9,70,40,12.15,light rain
373,Cockburn Town,TC,21.46,-71.14,83.35,75,95,17.47,overcast clouds
374,Mwinilunga,ZM,-11.74,24.43,64.74,44,67,1.92,broken clouds
375,Pitimbu,BR,-7.47,-34.81,81.19,85,19,11.21,few clouds
376,Mirnyy,RU,62.54,113.96,11.79,90,100,9.48,overcast clouds
377,Kenora,CA,49.82,-94.43,45.57,87,20,8.05,few clouds
378,Kailua,US,21.40,-157.74,80.01,74,12,22.62,few clouds
379,Kaeo,NZ,-35.10,173.78,66.11,74,53,4.12,broken clouds
380,Masuda,JP,34.67,131.85,68.27,52,20,9.22,few clouds
381,Murgab,TM,37.50,61.97,31.87,86,75,0.0,mist
382,Caravelas,BR,-17.71,-39.25,71.31,83,69,4.61,broken clouds
383,Joao Neiva,BR,-19.76,-40.39,71.01,94,100,2.26,overcast clouds
384,Sukhothai,TH,17.25,99.67,84.09,79,20,2.3,few clouds
385,Viru,PE,-8.42,-78.75,67.41,77,92,2.1,overcast clouds
386,Gandajika,CD,-6.75,23.95,65.3,96,100,3.13,overcast clouds
387,Solnechnyy,RU,50.72,136.63,27.23,36,0,4.74,clear sky
388,Parkes,AU,-33.13,148.18,76.35,60,100,10.58,light rain
389,Soften,DK,56.24,10.09,49.84,89,53,12.28,broken clouds
390,Poum,NC,-20.23,164.02,73.13,74,57,6.4,broken clouds
391,Bambanglipuro,ID,-7.95,110.28,72.61,66,100,2.8,overcast clouds
392,Cairns,AU,-16.92,145.77,94.95,61,9,11.5,clear sky
393,Odweyne,SO,9.41,45.06,70.29,27,9,4.0,clear sky
394,Half Moon Bay,US,37.46,-122.43,59.04,77,75,1.01,broken clouds
395,Lida,BY,53.88,25.30,43.88,84,100,15.55,overcast clouds
396,Anadyr,RU,64.75,177.48,7.3,85,90,6.71,light snow
397,Camopi,GF,3.17,-52.32,71.71,99,98,1.34,overcast clouds
398,Ancud,CL,-41.87,-73.82,49.42,92,8,4.14,clear sky
399,Zhuhai,CN,22.28,113.57,86.86,74,20,8.05,few clouds
400,Okhotsk,RU,59.38,143.30,11.88,79,100,30.87,overcast clouds
401,Ilhabela,BR,-23.78,-45.36,68.36,85,75,4.47,broken clouds
402,Biscarrosse,FR,44.39,-1.17,43.34,100,0,0.0,clear sky
403,Tongren,CN,27.72,109.19,52.7,91,100,8.61,overcast clouds
404,Baturaja,ID,-4.13,104.17,86.58,65,100,1.45,overcast clouds
405,Matagami,CA,49.75,-77.63,46.51,66,90,8.05,overcast clouds
406,Urusha,RU,54.05,122.90,18.72,43,100,0.76,overcast clouds
407,Luanda,AO,-8.84,13.23,77.0,88,75,5.75,broken clouds
408,Benghazi,LY,32.12,20.07,72.39,48,99,7.83,overcast clouds
409,Quarai,BR,-30.39,-56.45,57.83,89,53,8.88,broken clouds
410,Praia Da Vitoria,PT,38.73,-27.07,69.76,88,20,20.11,few clouds
411,Skjervoy,NO,70.03,20.97,34.14,58,65,7.29,broken clouds
412,Rockhampton,AU,-23.38,150.50,84.09,54,40,11.5,scattered clouds
413,Klobuck,PL,50.90,18.94,41.14,81,0,11.32,clear sky
414,Pechory,RU,57.82,27.61,35.06,93,100,6.73,snow
415,Sinnamary,GF,5.38,-52.95,77.81,87,100,7.47,light rain
416,Ternate,ID,0.80,127.40,86.83,65,54,2.55,broken clouds
417,Hervey Bay,AU,-25.30,152.85,83.03,70,37,16.13,scattered clouds
418,Lazaro Cardenas,MX,17.96,-102.20,77.85,88,100,3.27,overcast clouds
419,Sola,VU,-13.88,167.55,84.87,79,75,0.0,broken clouds
420,Athabasca,CA,54.72,-113.29,35.42,56,100,5.06,overcast clouds
421,Black River,JM,18.03,-77.85,77.0,87,100,3.36,overcast clouds
422,Kavieng,PG,-2.57,150.80,85.05,72,26,14.63,light rain
423,Pandan,PH,14.05,124.17,80.98,87,100,7.54,overcast clouds
424,Nha Trang,VN,12.25,109.18,82.4,65,99,7.38,light rain
425,Dobroye,RU,52.87,39.81,41.7,78,78,15.14,broken clouds
426,Strezhevoy,RU,60.73,77.59,31.98,98,100,13.35,snow
427,Jilavele,RO,44.77,26.53,51.35,71,94,4.14,overcast clouds
428,Port-Gentil,GA,-0.72,8.78,78.4,87,100,10.36,moderate rain
429,Khorixas,NA,-20.37,14.97,65.28,25,79,2.62,broken clouds
430,Birao,CF,10.28,22.79,73.0,41,37,4.45,scattered clouds
431,Olinda,BR,-8.01,-34.86,80.33,78,40,6.91,scattered clouds
432,Soure,BR,-0.72,-48.52,79.5,84,100,7.94,overcast clouds
433,San Felipe,VE,10.34,-68.74,73.29,96,82,2.55,broken clouds
434,Assare,BR,-6.87,-39.88,77.13,55,94,3.76,overcast clouds
435,Gwadar,PK,25.12,62.33,77.79,54,0,2.59,clear sky
436,Ryotsu,JP,38.08,138.43,62.56,60,7,12.44,clear sky
437,Kenai,US,60.55,-151.26,32.14,87,81,4.72,broken clouds
438,Phangnga,TH,8.45,98.53,86.11,64,98,4.45,overcast clouds
439,Otterup,DK,55.52,10.40,50.38,87,68,19.51,broken clouds
440,Starodub,RU,52.58,32.76,43.83,82,100,11.39,overcast clouds
441,Krasnoselkup,RU,65.70,82.47,33.06,98,100,18.9,light snow
442,Umm Lajj,SA,25.02,37.27,78.66,40,0,7.74,clear sky
443,Esmeraldas,BR,-19.76,-44.31,74.26,82,92,8.93,overcast clouds
444,Concepcion Del Uruguay,AR,-32.48,-58.24,55.83,85,4,8.08,clear sky
445,Svetlyy,RU,54.67,20.13,46.45,87,100,20.85,light rain
446,Zhangzhou,CN,24.51,117.66,82.33,55,55,4.43,light rain
447,Opuwo,NA,-18.06,13.84,71.02,30,99,2.59,overcast clouds
448,Bani Walid,LY,31.76,13.99,70.18,29,94,5.17,overcast clouds
449,Port Stanley,FK,-51.70,-57.85,45.19,91,33,12.93,scattered clouds
450,Palizada,MX,18.25,-92.08,68.95,82,79,3.04,broken clouds
451,El Dorado,US,38.77,-120.52,53.31,84,100,1.99,overcast clouds
452,Copiapo,CL,-27.37,-70.33,51.49,50,0,0.6,clear sky
453,Pevek,RU,69.70,170.31,8.58,76,100,14.03,overcast clouds
454,Comodoro Rivadavia,AR,-45.87,-67.50,67.86,26,0,23.02,clear sky
455,Sao Joao Da Barra,BR,-21.64,-41.05,66.69,84,68,5.73,broken clouds
456,Isangel,VU,-19.55,169.27,80.71,74,75,11.5,broken clouds
457,Ischia,IT,40.73,13.95,62.38,78,81,18.66,broken clouds
458,Lang Son,VN,21.83,106.73,82.6,61,20,3.47,few clouds
459,Jalu,LY,29.03,21.55,65.77,48,4,4.68,clear sky
460,Iberia,US,29.95,-91.75,49.05,81,0,4.92,clear sky
461,Kismayo,SO,-0.36,42.55,80.42,71,3,11.45,clear sky
462,Melbu,NO,68.50,14.83,37.31,94,100,6.24,overcast clouds
463,Tessalit,ML,20.20,1.01,76.98,20,73,5.79,broken clouds
464,Turukhansk,RU,65.82,87.98,31.24,98,100,19.35,snow
465,Aguada De Pasajeros,CU,22.39,-80.85,69.94,80,98,4.27,overcast clouds
466,Doka,SD,13.52,35.77,74.48,57,4,4.27,clear sky
467,Prior Lake,US,44.71,-93.42,56.71,67,1,1.01,clear sky
468,Auki,SB,-8.77,160.70,86.79,54,2,1.61,clear sky
469,Bud,US,39.45,-86.18,43.34,69,3,5.28,clear sky
470,Roma,US,43.21,-75.46,41.4,87,34,1.01,scattered clouds
471,Bandarbeyla,SO,9.49,50.81,76.91,74,11,6.87,few clouds
472,Ferrol,ES,43.48,-8.24,47.68,85,0,7.29,clear sky
473,Sfantu Gheorghe,RO,45.87,25.78,47.93,87,93,2.06,overcast clouds
474,Todos Santos,MX,23.45,-110.22,79.02,75,61,4.5,broken clouds
475,Ahipara,NZ,-35.17,173.17,65.16,76,41,3.36,scattered clouds
476,Svirsk,RU,53.09,103.33,26.44,86,94,4.43,overcast clouds
477,Santa Marta,CO,11.24,-74.20,84.25,70,43,8.05,scattered clouds
478,Hare Bay,CA,48.85,-54.01,40.35,87,20,10.85,few clouds
479,Havre-Saint-Pierre,CA,50.23,-63.60,46.4,75,75,17.27,broken clouds
480,Sept-Iles,CA,50.20,-66.38,46.06,79,90,8.01,overcast clouds
481,Aljezur,PT,37.32,-8.80,44.64,57,0,8.86,clear sky
482,Filadelfia,US,39.95,-75.16,44.87,61,91,3.71,overcast clouds
483,Uzhur,RU,55.30,89.83,23.02,72,97,10.51,overcast clouds
484,Celestun,MX,20.87,-90.40,74.55,71,0,9.22,clear sky
485,Ambulu,ID,-8.35,113.61,88.14,63,95,5.41,overcast clouds
486,Prince Rupert,CA,54.32,-130.32,42.49,84,100,4.61,overcast clouds
487,Bonavista,CA,48.65,-53.11,45.12,81,18,21.56,few clouds
488,Araguacu,BR,-12.93,-49.83,72.73,94,100,4.27,moderate rain
489,Kodiak,US,57.79,-152.41,30.92,68,7,8.88,clear sky
490,Sangar,RU,63.92,127.47,0.55,96,99,1.25,overcast clouds
491,Cosala,MX,24.41,-106.69,71.11,75,66,3.11,broken clouds
492,Hohhot,CN,40.81,111.65,21.49,53,40,6.71,scattered clouds
493,Vilcun,CL,-38.65,-72.23,48.94,99,18,1.19,few clouds
494,Magaria,NE,13.00,8.91,76.55,17,21,8.77,few clouds
495,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,77.58,80,97,0.94,overcast clouds
496,La Orilla,MX,17.98,-102.23,77.11,89,100,3.67,overcast clouds
497,Fallon,US,39.47,-118.78,53.42,62,100,6.49,overcast clouds
498,Vostok,RU,46.49,135.88,25.25,45,99,3.38,overcast clouds
499,Monrovia,LR,6.30,-10.80,74.97,83,100,2.62,overcast clouds
500,Kanasin,MX,20.93,-89.57,67.66,84,0,2.95,clear sky
501,Puerto Madero,MX,14.72,-92.42,78.91,81,43,0.72,scattered clouds
502,Youghal,IE,51.95,-7.85,48.02,100,59,8.77,broken clouds
503,Olden,NO,61.84,6.81,41.0,85,100,7.23,overcast clouds
504,Kudahuvadhoo,MV,2.67,72.89,82.45,75,60,15.75,broken clouds
505,Margate,GB,51.38,1.39,53.31,78,82,3.0,broken clouds
506,Yerbogachen,RU,61.28,108.01,17.64,90,91,10.58,overcast clouds
507,Ribeirao,BR,-8.51,-35.38,79.11,95,68,3.6,moderate rain
508,Waddan,LY,29.16,16.14,68.41,32,8,9.1,clear sky
509,Ozernovskiy,RU,51.50,156.52,38.23,71,71,16.35,broken clouds
510,Pangody,RU,65.85,74.49,34.34,99,100,18.97,overcast clouds
511,Avera,US,33.19,-82.53,51.71,49,100,14.41,overcast clouds
512,Tiznit,MA,29.58,-9.50,53.89,57,0,4.05,clear sky
513,Tomatlan,MX,19.93,-105.25,73.45,91,58,3.58,broken clouds
514,Itanhaem,BR,-24.18,-46.79,75.25,87,83,5.61,broken clouds
515,Dandong,CN,40.13,124.39,53.56,61,100,5.03,moderate rain
516,Kamskiye Polyany,RU,55.43,51.42,36.41,89,100,16.33,overcast clouds
517,Rafsanjan,IR,30.41,55.99,47.03,59,25,5.1,scattered clouds
518,Qaqortoq,GL,60.72,-46.03,23.81,68,99,10.63,overcast clouds
519,Gat,IL,31.61,34.76,71.4,48,0,2.8,clear sky
520,Aguia Branca,BR,-18.98,-40.74,69.35,90,100,1.66,overcast clouds
521,Middelburg,ZA,-25.78,29.46,65.41,72,88,10.0,overcast clouds
522,Xuddur,SO,4.12,43.89,72.0,80,1,9.24,clear sky
523,Shingu,JP,33.73,135.98,70.79,90,97,19.57,overcast clouds
524,Hofn,IS,64.25,-15.21,37.11,91,100,7.36,light rain
525,Bijapur,IN,16.83,75.70,77.29,49,23,8.39,few clouds
526,Denpasar,ID,-8.65,115.22,87.46,74,20,8.05,few clouds
527,Umkomaas,ZA,-30.21,30.80,67.68,83,77,5.86,broken clouds
528,Itupiranga,BR,-5.13,-49.33,75.52,94,98,0.96,overcast clouds
529,Anori,BR,-3.77,-61.64,73.09,99,100,1.19,moderate rain
530,Cholet,FR,47.17,-1.00,49.32,94,66,6.42,broken clouds
531,Sakaiminato,JP,35.55,133.23,67.98,56,20,19.57,few clouds
532,Vvedenskoye,RU,55.48,65.08,32.52,49,83,14.54,broken clouds
533,Tekeli,KZ,44.83,78.82,32.61,58,0,3.33,clear sky
534,Vestmannaeyjar,IS,63.44,-20.27,37.92,79,61,19.33,broken clouds
535,Deputatskiy,RU,69.30,139.90,-15.3,97,74,5.57,broken clouds
536,Buenos Aires,AR,-34.61,-58.38,62.98,73,75,14.97,broken clouds
537,Srednekolymsk,RU,67.45,153.68,1.96,97,99,4.61,overcast clouds
538,Nouadhibou,MR,20.93,-17.03,66.18,72,0,19.57,clear sky
539,Shubarshi,KZ,48.59,57.19,29.57,41,95,8.3,overcast clouds
540,Manokwari,ID,-0.87,134.08,84.29,67,100,8.03,overcast clouds
541,Machinga,MW,-15.17,35.30,76.03,44,2,4.34,clear sky
542,Santa Vitoria Do Palmar,BR,-33.52,-53.37,54.21,80,2,5.5,clear sky
543,Harwich,GB,51.94,1.28,53.01,71,98,8.01,overcast clouds
544,Mandalgovi,MN,45.76,106.27,19.9,32,5,13.56,clear sky
545,Gumdag,TM,39.21,54.59,40.21,33,50,13.11,scattered clouds
546,Vardo,NO,70.37,31.11,33.62,63,100,12.3,light snow
547,Nemuro,JP,43.32,145.57,48.63,73,100,14.0,light rain
548,Emerald,AU,-23.53,148.17,92.34,35,40,12.66,scattered clouds
549,Bagdarin,RU,54.43,113.60,18.7,48,100,2.73,overcast clouds
550,Muravlenko,RU,63.79,74.52,33.06,98,100,20.45,overcast clouds
551,Takoradi,GH,4.88,-1.76,77.4,90,97,4.54,overcast clouds
552,Sume,BR,-7.67,-36.88,73.94,75,99,9.53,overcast clouds
553,Impfondo,CG,1.64,18.07,71.31,99,100,3.27,overcast clouds
554,Pueblo,US,38.25,-104.61,63.91,25,28,6.98,scattered clouds
555,Rudbar,AF,30.15,62.60,53.06,21,43,3.89,scattered clouds
556,Mbandaka,CD,0.05,18.26,70.45,98,100,3.22,light rain
557,Dahuk,IQ,36.87,42.99,57.29,41,0,4.54,clear sky
558,Aykhal,RU,66.00,111.50,8.64,95,100,19.8,overcast clouds
559,Otradnoye,RU,59.78,30.82,41.04,89,47,8.03,light rain
560,Kavaratti,IN,10.57,72.64,81.81,73,96,9.04,overcast clouds
561,Novoagansk,RU,61.94,76.66,32.54,98,100,14.47,snow
562,Cabinda,AO,-5.55,12.20,77.38,88,100,4.41,overcast clouds
563,Predivinsk,RU,57.07,93.44,28.29,75,100,12.97,overcast clouds
564,Jonkoping,SE,57.78,14.16,51.39,100,90,10.36,light rain
565,Salym,RU,60.06,71.48,33.01,97,100,13.33,light snow
566,Menongue,AO,-14.66,17.69,65.37,71,87,1.61,overcast clouds
567,Babai,IN,22.70,77.93,72.82,45,17,5.5,few clouds
568,Bida,NG,9.08,6.02,77.11,67,100,0.47,overcast clouds
569,Enfield,AU,-34.85,138.60,69.85,48,0,5.01,clear sky
570,Lunca,RO,43.83,24.77,47.08,78,92,4.27,overcast clouds
571,Bulungu,CD,-4.55,18.60,70.23,98,100,4.32,light rain
572,Puerto Carreno,CO,6.19,-67.49,76.96,85,83,4.74,broken clouds
573,Qandala,SO,11.47,49.87,80.22,53,5,5.86,clear sky
574,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.76,91,93,1.03,overcast clouds
575,Ratnagiri,IN,16.98,73.30,82.15,65,83,5.97,broken clouds
576,San Marcos,US,33.14,-117.17,63.25,89,4,1.01,clear sky
577,Vao,NC,-22.67,167.48,70.02,59,37,9.15,scattered clouds
578,Kamariotissa,GR,40.48,25.47,60.85,82,100,23.35,overcast clouds
579,Carahue,CL,-38.70,-73.17,52.0,98,38,3.02,scattered clouds
580,Murupara,NZ,-38.47,176.70,70.29,55,85,2.98,overcast clouds
581,Saldanha,ZA,-33.01,17.94,53.65,68,100,15.41,overcast clouds
582,Rosarito,MX,32.33,-117.03,61.41,85,22,5.19,few clouds
583,Waterloo,CA,43.47,-80.52,40.59,88,1,5.99,clear sky
584,Toyooka,JP,35.53,134.83,68.11,63,20,3.44,few clouds
585,Bangui,CF,4.36,18.55,70.75,97,100,1.95,light rain
586,Dudinka,RU,69.41,86.18,28.78,97,100,18.81,light snow
587,Grand Forks,US,47.94,-97.43,39.13,59,19,8.41,few clouds
588,Syasstroy,RU,60.14,32.57,37.72,83,72,12.35,broken clouds
589,Uttaradit,TH,17.67,100.50,78.22,62,14,1.72,few clouds
590,Shimoda,JP,34.67,138.95,62.96,82,100,14.32,overcast clouds
591,Slatina,RO,44.43,24.37,51.44,77,96,6.11,overcast clouds
592,Kinkala,CG,-4.36,14.76,70.18,97,91,2.39,overcast clouds
593,Kruisfontein,ZA,-34.00,24.73,57.88,77,100,4.83,overcast clouds
594,Vondrozo,MG,-22.82,47.28,64.26,91,100,1.05,overcast clouds
595,Barrhead,GB,55.80,-4.39,49.53,76,75,7.0,broken clouds
596,Markova,UA,48.68,24.41,39.87,67,97,4.27,overcast clouds
597,Tadpatri,IN,14.92,78.02,76.53,77,100,3.38,light rain
598,Fairhope,US,30.52,-87.90,54.68,48,1,3.44,clear sky
599,Labuan,MY,5.28,115.24,88.16,74,20,2.3,few clouds
600,Simao,CN,22.79,100.97,76.19,51,8,2.64,clear sky
601,Rodas,CU,22.34,-80.56,68.0,81,99,5.03,overcast clouds
602,Rabat,MA,33.99,-6.84,50.04,87,0,0.0,clear sky
603,Bajil,YE,15.06,43.29,81.25,62,18,3.04,few clouds
604,Luganville,VU,-15.53,167.17,80.71,79,100,4.27,heavy intensity rain
605,Brooks,CA,50.58,-111.89,35.58,75,1,8.05,clear sky
606,Ngunguru,NZ,-35.62,174.50,65.19,71,1,7.36,clear sky
607,Zhangjiakou,CN,40.81,114.88,20.68,73,100,11.59,overcast clouds
608,Neyveli,IN,11.54,79.48,80.53,77,100,9.22,light rain
609,Tortoli,IT,39.93,9.66,59.99,91,82,6.58,broken clouds
610,Akdepe,TM,42.06,59.38,23.09,19,0,5.1,clear sky
611,Riachao Das Neves,BR,-11.75,-44.91,70.25,96,87,0.83,overcast clouds
612,Ossora,RU,59.24,163.07,18.32,93,16,5.06,few clouds
613,Sal Rei,CV,16.18,-22.92,73.96,73,85,16.35,overcast clouds
614,Soria,ES,41.67,-2.67,31.91,91,95,5.06,overcast clouds
615,Along,IN,28.17,94.77,74.82,42,21,1.05,few clouds
616,Acarau,BR,-2.89,-40.12,78.98,82,83,10.94,broken clouds
617,Chester-Le-Street,GB,54.86,-1.57,48.15,79,97,8.01,overcast clouds
618,Sackville,CA,45.92,-64.38,44.47,78,0,7.36,clear sky
619,Bairiki,KI,1.33,172.98,86.0,62,20,6.91,few clouds
620,Lufilufi,WS,-13.87,-171.60,89.38,77,48,10.6,light rain
621,Tabou,CI,4.42,-7.35,76.78,89,56,3.18,broken clouds
622,Orje,NO,59.48,11.66,41.36,98,100,7.74,overcast clouds
623,Slave Lake,CA,55.28,-114.77,30.18,80,90,0.0,overcast clouds
624,Kindu,CD,-2.95,25.95,66.94,98,99,0.78,overcast clouds
625,Whitianga,NZ,-36.83,175.70,67.77,65,44,5.32,scattered clouds
626,Vanimo,PG,-2.67,141.30,86.49,62,51,8.08,broken clouds
627,Pagudpud,PH,18.56,120.79,89.56,61,7,11.07,clear sky
628,Grand Gaube,MU,-20.01,57.66,80.38,67,7,8.99,clear sky
629,Sarakhs,IR,36.54,61.16,40.86,16,100,3.98,overcast clouds
630,Pangyan,PH,5.70,125.28,88.36,62,98,0.49,overcast clouds
631,Svetlogorsk,BY,52.63,29.73,43.25,85,76,11.77,broken clouds
632,Mehamn,NO,71.04,27.85,31.14,77,99,9.73,light snow
633,Mecca,SA,21.43,39.83,76.57,59,0,1.45,clear sky
634,Coquimbo,CL,-29.95,-71.34,55.13,82,0,2.3,clear sky
635,Amahai,ID,-3.33,128.92,86.99,65,100,3.94,overcast clouds
636,Methoni,GR,36.82,21.70,55.26,71,100,3.04,overcast clouds
637,Liwale,TZ,-9.77,37.93,73.42,75,100,5.93,overcast clouds
638,Chaman,PK,30.92,66.45,60.37,31,40,0.92,scattered clouds
639,Yabelo,ET,4.88,38.08,61.68,74,99,4.83,overcast clouds
640,Bundaberg,AU,-24.85,152.35,83.21,58,70,11.99,broken clouds
641,Chumikan,RU,54.72,135.31,24.44,47,0,27.31,clear sky
642,Sandviken,SE,60.62,16.77,33.44,90,100,3.02,light snow
643,Bogorodskoye,RU,56.55,37.88,37.2,92,90,18.48,overcast clouds
644,Aswan,EG,24.09,32.91,74.16,36,0,8.1,clear sky
645,Ust-Maya,RU,60.42,134.53,10.83,86,99,7.31,overcast clouds
646,San Policarpo,PH,12.18,125.51,82.4,84,100,10.67,light rain
647,Leshukonskoye,RU,64.90,45.76,35.85,89,100,9.75,overcast clouds
648,Semenivka,UA,52.18,32.58,41.43,87,92,9.33,overcast clouds
649,Novobirilyussy,RU,56.95,90.67,26.74,81,100,14.81,overcast clouds
650,Mudigere,IN,13.13,75.63,72.73,75,80,2.3,broken clouds
651,Imeni Stepana Razina,RU,54.89,44.30,39.27,91,96,15.66,overcast clouds
652,Bangolo,CI,7.01,-7.47,70.29,99,89,1.25,overcast clouds
653,Soyo,AO,-6.13,12.37,77.45,88,100,5.97,overcast clouds
654,Biu,NG,10.61,12.19,71.74,31,35,4.38,scattered clouds
655,Asfi,MA,32.30,-9.24,55.45,61,0,14.0,clear sky
656,Port Moresby,PG,-9.44,147.18,85.24,70,50,8.14,scattered clouds
657,Magway,MM,20.15,94.92,83.66,68,12,6.67,few clouds
658,Kupang,ID,-10.17,123.58,91.98,62,40,12.66,scattered clouds
659,Sabang,ID,5.89,95.32,79.79,79,100,3.65,overcast clouds
660,Udachnyy,RU,66.42,112.40,8.78,89,100,10.49,overcast clouds
661,Samarai,PG,-10.62,150.67,85.66,67,6,14.56,clear sky
662,Emilio Carranza,MX,19.97,-96.61,71.56,85,57,5.73,broken clouds
663,Sidi Ali,DZ,36.10,0.42,57.78,57,94,21.65,overcast clouds
664,Alto Araguaia,BR,-17.31,-53.22,70.0,96,100,7.4,overcast clouds
665,Nuevo San Carlos,GT,14.60,-91.70,74.84,85,87,5.84,overcast clouds
666,Sioux Lookout,CA,50.10,-91.92,41.41,93,76,5.28,broken clouds
667,Phonhong,LA,18.50,102.42,89.42,58,8,1.01,clear sky
668,Mareeba,AU,-17.00,145.43,90.32,53,7,10.56,clear sky
669,Pimentel,PE,-6.84,-79.93,62.94,88,45,12.28,scattered clouds
670,Puerto Del Rosario,ES,28.50,-13.86,67.75,68,43,25.32,scattered clouds
671,Maceio,BR,-9.67,-35.74,80.04,94,40,0.0,scattered clouds
672,Gravdal,NO,68.12,13.50,41.27,73,88,7.65,overcast clouds
673,Labytnangi,RU,66.66,66.42,34.79,98,100,15.68,overcast clouds
674,Bulgan,MN,48.81,103.53,21.29,47,69,2.28,broken clouds
675,Bria,CF,6.54,21.99,68.59,94,98,1.97,overcast clouds
676,Kumluca,TR,36.37,30.29,71.06,28,13,5.41,few clouds
677,Laguna,US,38.42,-121.42,59.05,85,75,0.0,broken clouds
