City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Nicoya,CR,2021-10-28 20:42:21,10.1483,-85.452,85.55,81,98,2.98
294,Kudahuvadhoo,MV,2021-10-28 20:44:51,2.6708,72.8944,81.1,77,70,9.28
295,Katsuura,JP,2021-10-28 20:42:43,35.1333,140.3,58.19,56,82,21.77
296,Port Blair,IN,2021-10-28 20:44:52,11.6667,92.75,80.71,80,51,9.35
297,Grong,NO,2021-10-28 20:44:53,64.4654,12.3149,49.42,88,100,2.21
298,Solenzo,BF,2021-10-28 20:44:53,12.1833,-4.0833,87.49,41,91,3.44
299,Porto Novo,BJ,2021-10-28 20:44:53,6.4965,2.6036,78.37,81,11,3.44
300,Sylacauga,US,2021-10-28 20:44:54,33.1732,-86.2516,68.05,67,90,5.75
301,Marquette,US,2021-10-28 20:41:30,46.5333,-87.6335,54.84,90,100,6.22
302,Murray Bridge,AU,2021-10-28 20:44:54,-35.1167,139.2667,55.69,70,100,15.46
303,Cayenne,GF,2021-10-28 20:44:55,4.9333,-52.3333,86.04,76,0,1.01
304,Manturovo,RU,2021-10-28 20:44:55,58.3353,44.7619,26.42,75,6,6.24
305,Whitehorse,CA,2021-10-28 20:43:44,60.7161,-135.0538,38.17,40,40,17.0
306,Coquimbo,CL,2021-10-28 20:44:56,-29.9533,-71.3436,58.73,82,75,11.5
307,Lianzhou,CN,2021-10-28 20:44:56,24.7811,112.3825,63.64,96,92,2.42
308,Hipona,PH,2021-10-28 20:44:57,11.4174,122.8825,76.75,91,97,4.41
309,Miraflores,MX,2021-10-28 20:44:57,19.2167,-98.8083,74.05,58,72,3.31
310,Litovko,RU,2021-10-28 20:44:58,49.2361,135.1742,33.51,77,0,2.06
311,Arawa,PG,2021-10-28 20:44:58,-6.2132,155.5367,81.52,81,85,3.33
312,Kroya,ID,2021-10-28 20:44:59,-7.6331,109.2461,78.03,88,99,1.79
313,Faya,SA,2021-10-28 20:44:59,18.3851,42.4509,59.11,60,3,3.06
314,Dunedin,NZ,2021-10-28 20:44:59,-45.8742,170.5036,59.81,90,73,8.99
315,Gimli,CA,2021-10-28 20:45:00,50.6336,-96.9907,49.05,81,47,9.22
316,Vardo,NO,2021-10-28 20:45:00,70.3705,31.1107,32.2,93,75,34.52
317,Dali,CN,2021-10-28 20:45:01,25.7,100.1833,53.74,94,8,3.76
318,Abilene,US,2021-10-28 20:42:11,32.4487,-99.7331,73.89,20,1,8.01
319,Kouqian,CN,2021-10-28 20:45:02,43.6391,126.4578,38.26,66,0,4.59
320,China,MX,2021-10-28 20:45:03,25.7,-99.2333,83.46,14,0,14.52
321,Klyuchi,RU,2021-10-28 20:45:04,52.2667,79.1667,32.45,72,100,10.6
322,Pochutla,MX,2021-10-28 20:45:05,15.7432,-96.4661,88.83,73,59,5.53
323,Umm Kaddadah,SD,2021-10-28 20:45:05,13.6017,26.6876,84.02,13,35,13.73
324,Bourail,NC,2021-10-28 20:45:06,-21.5667,165.4833,75.51,71,16,3.4
325,Palembang,ID,2021-10-28 20:45:07,-2.9167,104.7458,74.44,93,100,2.91
326,Ostashkov,RU,2021-10-28 20:45:08,57.1467,33.1075,40.57,86,100,5.1
327,Nikolskoye,RU,2021-10-28 20:45:08,59.7035,30.7861,46.87,91,100,10.16
328,Carballo,ES,2021-10-28 20:45:09,43.213,-8.691,61.86,91,100,6.78
329,Mandera,KE,2021-10-28 20:45:09,3.9366,41.867,85.26,50,67,4.43
330,Tay Ninh,VN,2021-10-28 20:45:10,11.3,106.1,74.52,93,80,2.98
331,Eregli,TR,2021-10-28 20:41:22,37.5133,34.0467,49.86,59,20,3.11
332,Vao,NC,2021-10-28 20:45:10,-22.6667,167.4833,71.02,69,0,12.91
333,Mayo,US,2021-10-28 20:45:11,38.8876,-76.5119,67.21,72,1,4.0
334,Barrow,US,2021-10-28 20:45:11,71.2906,-156.7887,21.22,86,90,13.8
335,Nalut,LY,2021-10-28 20:45:12,30.3333,10.85,65.71,46,100,6.08
336,Paciran,ID,2021-10-28 20:45:12,-6.8767,112.3761,79.52,83,100,6.49
337,Sao Joao Da Barra,BR,2021-10-28 20:45:13,-21.6403,-41.0511,77.09,86,84,11.86
338,Corinto,GR,2021-10-28 20:45:13,37.9407,22.9573,60.64,71,4,6.78
339,Sabla,NG,2021-10-28 20:45:13,12.7525,4.7077,85.57,23,100,6.08
340,Klaksvik,FO,2021-10-28 20:45:01,62.2266,-6.589,50.92,88,57,22.08
341,Cherskiy,RU,2021-10-28 20:45:14,68.75,161.3,-14.66,93,88,3.6
342,Dolores,AR,2021-10-28 20:45:15,-36.3132,-57.6792,77.04,62,98,10.76
343,Araouane,ML,2021-10-28 20:45:15,18.9048,-3.5265,85.24,21,82,10.07
344,Sarkand,KZ,2021-10-28 20:41:19,45.41,79.9186,47.3,63,87,5.08
345,Sorland,NO,2021-10-28 20:45:09,67.667,12.6934,48.27,86,100,23.42
346,Otradnoye,RU,2021-10-28 20:45:16,59.7775,30.8181,47.03,91,100,10.2
347,Salalah,OM,2021-10-28 20:45:16,17.0151,54.0924,80.69,74,40,4.61
348,Santiago De Cao,PE,2021-10-28 20:45:17,-7.9589,-79.2392,64.53,77,37,12.66
349,Malinovoye Ozero,RU,2021-10-28 20:45:17,51.6753,79.7825,31.78,75,91,7.23
350,Parati,BR,2021-10-28 20:45:17,-23.2178,-44.7131,79.7,98,100,0.83
351,College,US,2021-10-28 20:43:55,64.8569,-147.8028,24.75,90,90,4.61
352,Oranjemund,NA,2021-10-28 20:45:18,-28.55,16.4333,59.79,82,0,5.93
353,Oktyabrskoye,RU,2021-10-28 20:45:19,43.0645,44.7417,28.54,93,0,8.95
354,Karpathos,GR,2021-10-28 20:45:19,35.507,27.2132,66.16,77,12,11.5
355,Pacific Grove,US,2021-10-28 20:43:09,36.6177,-121.9166,81.3,50,1,5.01
356,Matamoros,MX,2021-10-28 20:40:47,25.5333,-103.25,79.11,10,1,4.61
357,Khatima,IN,2021-10-28 20:45:20,28.9167,79.9667,64.24,78,0,3.8
358,Sulina,RO,2021-10-28 20:45:20,45.1559,29.6536,50.56,71,9,3.98
359,Laukaa,RU,2021-10-28 20:44:27,58.7372,29.8453,46.74,95,100,9.08
360,San Jose,US,2021-10-28 20:42:34,37.3394,-121.895,80.37,53,1,0.0
361,Hojo,JP,2021-10-28 20:45:21,33.9766,132.7777,58.91,53,1,19.77
362,Portland,US,2021-10-28 20:45:22,45.5234,-122.6762,69.91,83,90,3.0
363,Lerwick,GB,2021-10-28 20:45:22,60.1545,-1.1494,51.8,91,100,7.02
364,Clyde River,CA,2021-10-28 20:41:16,70.4692,-68.5914,34.03,100,90,6.91
365,Lagoa,PT,2021-10-28 20:45:23,39.05,-27.9833,67.37,80,92,16.58
366,Honiara,SB,2021-10-28 20:44:18,-9.4333,159.95,83.1,73,20,4.52
367,Cananeia,BR,2021-10-28 20:45:23,-25.0147,-47.9267,67.98,97,100,3.83
368,Byron Bay,AU,2021-10-28 20:43:23,-28.65,153.6167,75.06,81,100,13.98
369,Panguna,PG,2021-10-28 20:45:24,-6.3164,155.4848,73.85,87,80,2.86
370,Chumikan,RU,2021-10-28 20:45:25,54.7183,135.315,35.49,75,69,17.98
371,Brownsville,US,2021-10-28 20:42:28,25.9018,-97.4975,87.8,18,1,5.01
372,Iquique,CL,2021-10-28 20:43:58,-20.2208,-70.1431,66.24,70,82,7.07
373,Kayerkan,RU,2021-10-28 20:45:26,69.3497,87.7602,-8.21,96,99,8.97
374,Qinhuangdao,CN,2021-10-28 20:44:44,39.9317,119.5883,51.93,64,73,2.86
375,Gold Coast,AU,2021-10-28 20:45:26,-28.0,153.4333,75.2,87,94,3.0
376,Killybegs,IE,2021-10-28 20:45:27,54.6333,-8.45,45.45,79,70,7.67
377,Yaan,NG,2021-10-28 20:45:27,7.3833,8.5667,76.82,80,52,3.69
378,Meadow Lake,US,2021-10-28 20:45:28,34.8014,-106.5436,68.77,28,0,10.85
379,Cuencame,MX,2021-10-28 20:45:28,24.8711,-103.6964,76.01,18,0,7.0
380,Vila Velha,BR,2021-10-28 20:45:29,-20.3297,-40.2925,78.75,69,20,9.22
381,Camarzana,RO,2021-10-28 20:45:29,48.0,23.3167,44.71,64,64,4.16
382,Fort Frances,CA,2021-10-28 20:43:50,48.5999,-93.4003,48.42,64,90,3.44
383,Balsas,BR,2021-10-28 20:42:59,-7.5325,-46.0356,91.29,27,49,4.38
384,Sidrolandia,BR,2021-10-28 20:45:30,-20.9319,-54.9614,74.19,76,56,3.02
385,Taoudenni,ML,2021-10-28 20:45:31,22.6783,-3.9836,86.45,29,98,7.99
386,Sari,IR,2021-10-28 20:45:32,36.5633,53.0601,50.95,76,0,3.67
387,Ola,RU,2021-10-28 20:45:32,59.5833,151.2833,24.71,96,85,4.03
388,Tabou,CI,2021-10-28 20:45:33,4.423,-7.3528,78.28,84,89,4.68
389,Ust-Koksa,RU,2021-10-28 20:45:33,50.2696,85.6108,32.92,92,65,2.53
390,Bundaberg,AU,2021-10-28 20:45:34,-24.85,152.35,81.21,71,65,7.0
391,Mahibadhoo,MV,2021-10-28 20:45:34,3.7833,72.9667,81.88,75,24,10.02
392,Ino,JP,2021-10-28 20:45:34,33.55,133.4333,51.8,79,0,7.27
393,Tougan,BF,2021-10-28 20:45:35,13.0667,-3.0667,85.55,43,100,6.82
394,Luorong,CN,2021-10-28 20:45:36,24.4058,109.6086,66.33,81,100,4.81
395,Mbalmayo,CM,2021-10-28 20:45:36,3.5167,11.5,68.79,99,94,2.71
396,Ngunguru,NZ,2021-10-28 20:45:37,-35.6167,174.5,66.16,71,8,10.49
397,Xuddur,SO,2021-10-28 20:45:37,4.1213,43.8894,75.18,76,50,7.25
398,Iisalmi,FI,2021-10-28 20:45:38,63.5592,27.1907,44.62,98,100,7.7
399,Caluquembe,AO,2021-10-28 20:45:38,-13.7833,14.6833,61.84,90,100,7.58
400,Codrington,AU,2021-10-28 20:45:39,-38.2667,141.9667,48.43,79,100,26.13
401,Sidney,AU,2021-10-28 20:45:27,-33.8679,151.2073,77.34,45,0,3.0
402,Boo,SE,2021-10-28 20:45:39,59.3333,18.2833,54.18,79,90,11.5
403,Rayong,TH,2021-10-28 20:45:40,12.8333,101.4333,80.8,92,55,2.26
404,Chilca,PE,2021-10-28 20:45:40,-12.5211,-76.7372,66.85,80,91,6.64
405,Ambatondrazaka,MG,2021-10-28 20:45:41,-17.8333,48.4167,64.31,87,91,6.93
406,Rundu,NA,2021-10-28 20:45:41,-17.9333,19.7667,69.85,67,15,3.53
407,Goderich,CA,2021-10-28 20:45:41,43.7501,-81.7165,57.9,62,100,17.27
408,Cravo Norte,CO,2021-10-28 20:45:42,6.3017,-70.2041,80.28,79,97,6.93
409,Souillac,MU,2021-10-28 20:45:42,-20.5167,57.5167,75.36,83,40,8.05
410,Port Lincoln,AU,2021-10-28 20:44:36,-34.7333,135.8667,54.9,69,73,16.31
411,Brazzaville,CG,2021-10-28 20:45:43,-4.2658,15.2832,84.51,74,26,2.3
412,Tigil,RU,2021-10-28 20:45:44,57.8,158.6667,31.28,97,100,5.57
413,Mbandaka,CD,2021-10-28 20:45:44,0.0487,18.2603,72.28,92,91,1.21
414,Awjilah,LY,2021-10-28 20:45:44,29.1081,21.2869,74.26,40,16,7.38
415,Conakry,GN,2021-10-28 20:45:45,9.538,-13.6773,75.27,94,75,11.5
416,Acajutla,SV,2021-10-28 20:45:45,13.5928,-89.8275,95.34,75,27,5.19
417,Vestmannaeyjar,IS,2021-10-28 20:45:46,63.4427,-20.2734,42.73,81,100,9.17
418,Saldanha,ZA,2021-10-28 20:45:46,-33.0117,17.9442,60.85,92,5,12.53
419,Aswan,EG,2021-10-28 20:45:46,24.0934,32.907,85.3,23,0,8.05
420,Kurtalan,TR,2021-10-28 20:45:47,37.9272,41.7028,64.62,40,100,4.0
421,Ambon,ID,2021-10-28 20:45:47,-3.6954,128.1814,77.14,94,40,4.61
422,Linjiang,CN,2021-10-28 20:45:48,41.8069,126.9078,35.24,75,0,2.17
423,Dzhebariki-Khaya,RU,2021-10-28 20:45:48,62.2167,135.8,16.07,96,94,5.1
424,Ilhabela,BR,2021-10-28 20:45:49,-23.7781,-45.3581,70.45,94,100,5.73
425,Tsurugi,JP,2021-10-28 20:45:49,36.45,136.6333,48.25,77,19,6.96
426,Znamenskoye,RU,2021-10-28 20:45:49,57.1281,73.8282,34.74,71,90,12.75
427,Uspenka,UA,2021-10-28 20:45:50,48.3903,39.1619,49.6,69,98,8.16
428,Isangel,VU,2021-10-28 20:45:50,-19.55,169.2667,78.62,79,35,10.0
429,Tendukheda,IN,2021-10-28 20:45:51,23.4,79.55,61.83,57,0,2.28
430,Ponta Delgada,PT,2021-10-28 20:45:51,37.7333,-25.6667,68.72,88,20,10.36
431,Emerald,AU,2021-10-28 20:45:52,-23.5333,148.1667,80.98,55,92,10.36
432,Chardara,KZ,2021-10-28 20:45:52,41.2547,67.9692,47.88,79,100,6.76
433,Half Moon Bay,US,2021-10-28 20:43:22,37.4636,-122.4286,79.5,57,1,5.75
434,Matay,EG,2021-10-28 20:45:53,28.419,30.7792,78.28,33,99,6.89
435,Baykit,RU,2021-10-28 20:45:54,61.67,96.37,6.26,100,96,2.64
436,Roald,NO,2021-10-28 20:41:30,62.5833,6.1333,54.34,93,75,5.75
437,Luganville,VU,2021-10-28 20:45:54,-15.5333,167.1667,81.68,77,9,6.91
438,Oranjestad,AW,2021-10-28 20:45:55,12.524,-70.027,87.75,66,20,24.16
439,Sinop,TR,2021-10-28 20:45:55,41.7711,34.8709,48.22,96,98,3.36
440,Bajram Curri,AL,2021-10-28 20:45:55,42.3554,20.0784,44.73,60,7,4.92
441,Mangrol,IN,2021-10-28 20:45:56,21.1167,70.1167,80.01,59,79,7.87
442,Zhezkazgan,KZ,2021-10-28 20:45:56,47.8043,67.7144,35.22,34,14,6.13
443,Oussouye,SN,2021-10-28 20:45:57,12.485,-16.5469,80.78,80,66,5.7
444,Sterling,US,2021-10-28 20:41:44,39.0062,-77.4286,66.2,70,75,1.99
445,Syracuse,IT,2021-10-28 20:45:58,37.0881,15.2792,67.37,86,100,30.74
446,Inhambane,MZ,2021-10-28 20:45:58,-23.865,35.3833,69.26,59,42,8.84
447,Mae Hong Son,TH,2021-10-28 20:45:59,19.3003,97.9685,71.31,94,99,1.88
448,Sakakah,SA,2021-10-28 20:45:59,29.9697,40.2064,71.17,27,89,5.59
449,Kashirskoye,RU,2021-10-28 20:46:00,51.4194,39.6125,48.42,92,98,9.37
450,Henderson,US,2021-10-28 20:42:09,36.0397,-114.9819,82.65,24,1,11.5
451,Bud,US,2021-10-28 20:46:01,39.447,-86.1758,54.21,97,100,12.82
452,Kushiro,JP,2021-10-28 20:46:01,42.975,144.3747,47.88,78,55,17.36
453,Severo-Kurilsk,RU,2021-10-28 20:46:02,50.6789,156.125,42.12,91,100,7.74
454,Pecos,US,2021-10-28 20:46:03,31.4229,-103.4932,73.06,15,1,3.44
455,Priladozhskiy,RU,2021-10-28 20:46:03,59.85,31.4833,47.62,23,100,11.95
456,Grammenitsa,GR,2021-10-28 20:46:04,39.1831,20.9806,60.26,70,2,6.49
457,Ilo,PE,2021-10-28 20:46:05,-17.6394,-71.3375,67.06,68,0,5.75
458,Banjar,ID,2021-10-28 20:46:05,-8.19,114.9675,80.46,90,100,4.76
459,Lavrentiya,RU,2021-10-28 20:46:06,65.5833,-171.0,16.47,83,100,7.05
460,Mandalgovi,MN,2021-10-28 20:46:06,45.7625,106.2708,32.05,55,18,15.3
461,Fasa,IR,2021-10-28 20:46:06,28.9383,53.6482,52.84,30,0,4.61
462,Big Bend,SZ,2021-10-28 20:46:07,-26.8167,31.9333,62.29,84,76,2.44
463,Evans,US,2021-10-28 20:45:17,33.5337,-82.1307,64.04,81,90,1.99
464,Tiarei,PF,2021-10-28 20:46:07,-17.5333,-149.3333,77.02,84,63,9.55
465,Nizwa,OM,2021-10-28 20:46:08,22.9333,57.5333,71.38,59,16,1.95
466,Talnakh,RU,2021-10-28 20:46:08,69.4865,88.3972,-5.44,95,100,9.24
467,Mikhaylovka,RU,2021-10-28 20:46:09,50.06,43.2379,46.17,81,100,10.69
468,Jinhua,CN,2021-10-28 20:43:38,29.1078,119.6547,55.4,86,0,2.51
469,Molchanovo,RU,2021-10-28 20:46:10,57.5817,83.7692,33.28,55,100,14.03
470,Balykshi,KZ,2021-10-28 20:46:10,47.0667,51.8667,44.6,76,75,8.95
471,Labuan,MY,2021-10-28 20:46:11,5.2767,115.2417,79.16,94,20,0.0
472,Mecca,SA,2021-10-28 20:46:11,21.4267,39.8261,81.37,52,52,5.48
473,Mnogovershinnyy,RU,2021-10-28 20:46:12,53.9353,139.9242,28.56,88,18,4.43
474,Tuburan,PH,2021-10-28 20:46:12,6.6439,122.2736,82.11,76,32,4.47
475,Polovinnoye,RU,2021-10-28 20:46:13,54.7914,65.9864,34.2,74,56,14.94
476,Bestobe,KZ,2021-10-28 20:41:20,52.4994,73.0975,36.68,40,93,18.63
477,Mahalapye,BW,2021-10-28 20:46:13,-23.1041,26.8142,65.66,60,37,16.17
478,Lieksa,FI,2021-10-28 20:46:14,63.3167,30.0167,43.9,94,100,17.16
479,Mozarlandia,BR,2021-10-28 20:46:14,-14.7447,-50.5706,90.77,34,100,5.48
480,Villazon,BO,2021-10-28 20:46:15,-22.0866,-65.5942,53.83,50,63,18.97
481,Kassala,SD,2021-10-28 20:46:15,15.451,36.4,85.96,42,7,9.6
482,Tiznit,MA,2021-10-28 20:46:16,29.5833,-9.5,62.62,73,0,0.72
483,Gizo,SB,2021-10-28 20:46:16,-8.103,156.8419,83.82,69,42,6.31
484,Dodge City,US,2021-10-28 20:46:17,37.7528,-100.0171,63.23,27,1,25.99
485,Vila Franca Do Campo,PT,2021-10-28 20:46:17,37.7167,-25.4333,68.41,90,100,9.71
486,Banda Aceh,ID,2021-10-28 20:46:18,5.5577,95.3222,79.43,85,88,6.53
487,Tupiza,BO,2021-10-28 20:46:18,-21.45,-65.7167,59.76,49,90,19.55
488,Rawson,AR,2021-10-28 20:46:19,-43.3002,-65.1023,64.83,49,13,11.21
489,Manhattan,US,2021-10-28 20:46:19,40.7834,-73.9662,61.38,67,1,8.05
490,Meulaboh,ID,2021-10-28 20:46:20,4.1363,96.1285,77.94,87,90,5.28
491,Eirunepe,BR,2021-10-28 20:46:20,-6.6603,-69.8736,80.42,72,100,2.15
492,High Level,CA,2021-10-28 20:46:21,58.5169,-117.136,42.91,56,20,8.05
493,Wonthaggi,AU,2021-10-28 20:46:21,-38.6044,145.5913,56.93,86,40,35.46
494,Laguna,US,2021-10-28 20:46:22,38.421,-121.4238,80.13,70,1,1.01
495,Bajil,YE,2021-10-28 20:46:22,15.0584,43.2851,85.71,48,2,1.21
496,Bulgan,MN,2021-10-28 20:46:23,48.8125,103.5347,32.88,74,100,3.04
497,Bama,NG,2021-10-28 20:46:23,11.5221,13.6856,81.39,19,23,6.87
498,Mango,US,2021-10-28 20:46:23,27.9797,-82.3065,82.31,87,75,9.22
499,Valmiera,LV,2021-10-28 20:46:24,57.5411,25.4275,52.16,90,100,11.25
500,Naro,IT,2021-10-28 20:46:24,37.2935,13.7936,59.23,78,100,3.29
501,Pauini,BR,2021-10-28 20:46:25,-7.7136,-66.9764,85.62,60,92,1.05
502,Hovd,MN,2021-10-28 20:46:25,48.0056,91.6419,34.32,54,35,4.16
503,Biltine,TD,2021-10-28 20:46:26,14.5333,20.9167,84.09,16,37,6.33
504,Gander,CA,2021-10-28 20:46:27,48.9682,-54.5906,35.73,93,90,18.99
505,Kharitonovo,RU,2021-10-28 20:46:27,61.4009,47.4978,22.39,92,11,6.04
506,Novovorontsovka,UA,2021-10-28 20:46:28,47.5004,33.9175,52.68,68,99,7.2
507,New Iberia,US,2021-10-28 20:42:25,30.0035,-91.8187,72.97,43,40,19.57
508,Coihaique,CL,2021-10-28 20:46:28,-45.5752,-72.0662,64.35,36,75,10.36
509,San Ramon,US,2021-10-28 20:43:34,37.7799,-121.978,77.41,56,1,3.0
510,Cacoal,BR,2021-10-28 20:46:29,-11.4386,-61.4472,89.08,51,96,5.73
511,Kikwit,CD,2021-10-28 20:46:29,-5.041,18.8162,71.29,96,95,1.86
512,Puerto Escondido,MX,2021-10-28 20:46:30,15.85,-97.0667,88.63,62,20,4.61
513,Ratnagiri,IN,2021-10-28 20:46:30,16.9833,73.3,75.38,57,20,4.03
514,Puerto Baquerizo Moreno,EC,2021-10-28 20:46:31,-0.9,-89.6,72.59,78,75,14.97
515,Kiunga,PG,2021-10-28 20:46:31,-6.1219,141.2906,73.27,97,100,1.32
516,Rocha,UY,2021-10-28 20:46:31,-34.4833,-54.3333,72.28,71,0,10.6
517,Tucuman,AR,2021-10-28 20:46:32,-26.8241,-65.2226,98.6,19,75,17.27
518,Teofilo Otoni,BR,2021-10-28 20:46:33,-17.8575,-41.5053,74.34,69,51,6.8
519,Port Hawkesbury,CA,2021-10-28 20:46:33,45.6169,-61.3485,47.79,79,90,8.01
520,Bargur,IN,2021-10-28 20:46:33,12.5424,78.3539,70.75,76,100,3.91
521,Coutances,FR,2021-10-28 20:46:34,49.05,-1.4333,59.16,73,100,16.78
522,Puerto Del Rosario,ES,2021-10-28 20:46:34,28.5004,-13.8627,71.35,73,40,12.66
523,Kalabo,ZM,2021-10-28 20:46:35,-14.97,22.6814,73.92,60,51,5.82
524,Hanzhong,CN,2021-10-28 20:46:35,33.0728,107.0303,54.9,94,100,2.66
525,Caravelas,BR,2021-10-28 20:46:36,-17.7125,-39.2481,74.91,70,6,7.27
526,Papetoai,PF,2021-10-28 20:46:36,-17.4961,-149.8729,76.59,81,52,10.09
527,Toyooka,JP,2021-10-28 20:46:37,35.5333,134.8333,53.29,76,17,6.26
528,Tilichiki,RU,2021-10-28 20:46:37,60.4667,166.1,-0.78,89,24,6.44
529,Mae Sai,TH,2021-10-28 20:46:38,20.4335,99.8762,72.72,92,100,1.95
530,Kasongo,CD,2021-10-28 20:46:38,-4.45,26.6667,67.75,96,100,1.34
531,Tagusao,PH,2021-10-28 20:46:39,9.1924,117.8141,78.01,84,84,5.3
532,Nzega,RW,2021-10-28 20:46:39,-2.479,29.5564,57.02,92,100,3.83
533,Pitiquito,MX,2021-10-28 20:46:40,30.7,-112.0833,85.39,9,0,5.77
534,Ust-Nera,RU,2021-10-28 20:46:40,64.5667,143.2,18.57,96,100,5.14
535,Surt,LY,2021-10-28 20:46:40,31.2089,16.5887,72.63,67,94,10.16
536,Salur,IN,2021-10-28 20:46:41,18.5333,83.2167,73.31,82,97,2.93
537,Molina,CL,2021-10-28 20:46:41,-35.1167,-71.2833,83.93,25,0,12.66
538,Yerbogachen,RU,2021-10-28 20:46:42,61.2767,108.0108,17.29,79,94,12.17
539,Nsanje,MW,2021-10-28 20:46:42,-16.92,35.262,70.56,72,6,5.84
540,General Roca,AR,2021-10-28 20:46:43,-39.0333,-67.5833,93.61,17,11,7.27
541,Garden City,US,2021-10-28 20:46:43,42.3256,-83.331,61.9,70,75,1.01
542,Tukrah,LY,2021-10-28 20:46:44,32.5341,20.5791,70.77,78,31,7.29
543,Siswa Bazar,IN,2021-10-28 20:46:44,27.15,83.7667,66.78,75,0,3.31
544,Bayonet Point,US,2021-10-28 20:46:45,28.3267,-82.6834,82.4,83,94,3.0
545,Bani Walid,LY,2021-10-28 20:46:45,31.7566,13.9942,66.02,64,98,8.28
546,Bileca,BA,2021-10-28 20:46:46,42.8719,18.4297,49.89,58,4,5.06
547,Belaya Gora,RU,2021-10-28 20:46:46,68.5333,146.4167,1.47,95,100,1.68
548,Bathsheba,BB,2021-10-28 20:46:47,13.2167,-59.5167,84.81,65,40,11.5
549,Saint George,US,2021-10-28 20:43:13,37.1041,-113.5841,77.47,34,1,1.99
550,Abu Kamal,SY,2021-10-28 20:46:47,34.4506,40.9171,69.3,31,66,1.28
